residence_type,num_tenants,season,num_appliances,num_occupants,size_value,size_unit,solar_kwh,daily_kwh,monthly_kwh,hourly_kwh
town house,86,winter,62,20,265.6864411529094,m2,43.366318077808735,59.78721945631589,1821.095255505105,2.519728656322041
town house,39,summer,29,75,85.50880493063224,m2,5.643636542409068,113.4052052314811,3454.5789946822397,4.820121458870922
town house,84,winter,33,22,224.23114692132097,m2,59.065344480956,33.9778328516031,1036.5401762689537,1.434321056568154
town house,78,spring,78,68,379.10768150940476,ft2,20.202038864357657,87.46264651222042,2604.8193247394393,3.6792748805959596
detached house,81,summer,18,31,3429.10160493024,ft2,38.54492482723494,56.7557717566295,1724.2965844562218,2.363010021767098
detached house,81,autumn,12,75,362.82616296604556,m2,6.643191491194543,109.0435211235158,3214.322026234216,4.50476062002902
detached house,58,autumn,77,80,3663.8926829788766,ft2,42.56918332327958,101.83635932891634,3050.4935648900027,4.182772854420789
apartment,12,spring,29,21,384.59054086565476,m2,50.42738082374916,34.60558439760336,1043.9194587750214,1.5052455531819737
town house,93,autumn,77,62,364.14542922375216,m2,6.317108539837342,115.55907959199921,3509.871807602892,4.764543681099506
apartment,61,autumn,54,50,194.28666676743515,m2,7.5517892622039735,76.74131986601313,2365.4738283538504,3.2348482194063855
apartment,91,winter,100,30,177.38883712414923,m2,16.86284486323366,95.07072612596032,2815.000208805363,3.982081086767535
apartment,96,summer,53,59,361.5879571494709,m2,0.716148922519757,140.55679356371988,4313.76836896202,5.902422332399781
apartment,19,spring,87,100,4014.588918357577,ft2,59.16307766023379,132.3435386149177,3920.3131887522813,5.488578507825743
apartment,41,spring,86,1,389.9493008776737,m2,35.90304449715898,43.89968803553427,1321.5482556695415,1.7896171724231005
apartment,20,winter,22,96,314.2773768918296,m2,36.45536699781273,170.25918945042656,5219.499711675507,7.113051485672761
apartment,6,winter,100,86,104.73586707831073,m2,57.53773017909816,135.8729863028627,4136.829595606477,5.64675734562557
apartment,97,winter,75,53,379.6330303609673,m2,49.92175525916563,126.52948500825954,3887.711974904119,5.210510458513833
town house,93,spring,11,62,380.44234272200123,m2,48.854575858100965,81.90053170899503,2508.593825454358,3.509448431658477
detached house,94,spring,1,37,2975.8845747478495,ft2,20.37014219409754,58.68439702509011,1734.282058599939,2.4056128010806272
cottage,89,autumn,28,13,347.1936985493094,m2,20.091803607878727,43.142954232888826,1336.8221155214153,1.7479414574377838
town house,65,autumn,2,58,237.63527583066235,m2,17.50427758875881,70.98409957351123,2191.562867655847,2.945564027153999
apartment,53,winter,36,82,379.3269698023374,m2,20.801745706579194,172.98567095444082,5165.41254864374,7.270379218226263
detached house,100,summer,100,24,697.0331069941094,ft2,22.170525681591034,58.57474522323562,1704.1981774950298,2.332277632145303
town house,56,spring,48,72,3763.7812309544915,ft2,8.4002213388356,123.02176354959653,3642.304534872624,5.184400995295295
apartment,65,spring,3,75,50.53634274374156,m2,21.356871762125614,75.47749337335928,2315.068702001838,3.0993218821504884
apartment,22,winter,50,76,155.4696093206676,m2,26.804822114683656,129.684503894158,4007.476930171255,5.41674725759533
apartment,75,autumn,22,35,80.07048776764691,m2,18.560840324799514,33.52477574933955,1027.9817282580018,1.3630653081362911
town house,82,autumn,86,40,2231.1441418606237,ft2,9.920818089452867,75.85355118226492,2259.941751093691,3.260160475294472
cottage,68,autumn,10,42,1247.872280305414,ft2,22.404623890709857,38.857602917172315,1131.2642303082737,1.6252977925476308
apartment,50,winter,78,86,4114.687150614931,ft2,28.85446639298615,188.31283178070888,5656.007103713657,7.810963413345808
cottage,20,spring,45,91,236.94889345176153,m2,43.2437032000277,107.95075487459656,3211.833443270045,4.482893553682972
apartment,4,winter,2,42,362.16037243237815,m2,42.67426568848022,82.96517331752865,2426.394877039331,3.4613640753087784
apartment,63,spring,68,97,132.88163354892583,m2,12.161701864999452,131.44132529353087,3839.6254417846735,5.485605717618563
cottage,69,spring,46,58,39.6116971802275,m2,2.1993237100942276,82.21455125314955,2409.3857037712696,3.4475444263906305
detached house,78,winter,78,39,316.99235136305106,m2,18.227971308424156,118.98572232734195,3499.566104392393,4.957668199921799
cottage,96,autumn,62,1,289.8797341896296,m2,9.428178291537048,40.210440610765566,1226.7229450061864,1.6065769046181295
cottage,50,winter,79,62,231.83190889945163,m2,23.747308752941642,134.22745993276908,3995.0665126359686,5.575797446986962
apartment,83,autumn,47,65,3570.141007285111,ft2,58.76076714915626,67.26610015306854,2009.4991524917943,2.8330870917865654
apartment,72,winter,1,97,3668.6782760493097,ft2,10.864282254313258,185.7438300764276,5608.862354228421,7.705832112865533
apartment,28,spring,14,72,2664.329719887671,ft2,19.132436605378135,98.4262519016877,3043.3659841668778,4.134732893221907
town house,85,autumn,46,3,4169.868389459508,ft2,43.50685897917434,21.016547724560326,641.2766197489829,0.8772753951712374
cottage,6,winter,40,57,3189.277209760837,ft2,30.550966971715297,116.88656730631902,3540.6607136891803,4.859386629924969
detached house,60,summer,80,75,280.4438891801726,m2,2.6356886144030955,156.86049342461965,4782.31006031959,6.595561087319465
town house,95,winter,42,50,163.7260632466988,m2,9.701401089679301,105.83250294931779,3221.391641255626,4.322781050669027
apartment,66,autumn,87,43,30.835674082002836,m2,56.11497328639176,25.765338689584645,782.7638339774608,1.039789733819461
cottage,94,autumn,19,81,119.14878934084587,m2,6.189899564341708,93.81394353168066,2813.744181373707,3.9705357493039664
town house,6,winter,39,62,312.65058752141306,m2,38.105567232582345,122.42804004468783,3689.2091153491306,5.1926707933530025
town house,54,summer,76,69,3150.085187149548,ft2,47.53953893045469,117.00340452855761,3501.0908767989777,4.989441479590152
detached house,79,winter,13,47,1641.262322929667,ft2,15.926343763495435,85.26501292463948,2540.0376575253617,3.5552266483768937
detached house,65,winter,33,28,2814.3945898326465,ft2,43.5046801883214,59.91404823408361,1769.9530214113324,2.5193135454009274
detached house,89,autumn,76,52,1100.6788521905726,ft2,10.193710741810815,76.28151729389076,2266.3564054330627,3.2192679452738986
detached house,47,summer,59,96,1372.8540104145861,ft2,17.08501649002742,147.63702375767556,4408.007363555817,6.215296420177729
cottage,69,autumn,78,61,380.54099474392376,m2,18.709321853052447,103.86980602260536,3132.5844274740175,4.343563181008962
cottage,42,summer,52,71,1968.470469050192,ft2,59.786099433853416,88.62249852180109,2658.65281725815,3.7389115512473485
cottage,88,autumn,86,13,1298.6169433772448,ft2,12.874337713077438,36.56682878930107,1068.3327367478123,1.546606556243104
detached house,12,winter,88,99,2262.8984137264333,ft2,7.752447878015101,201.3451296580132,5975.912839559085,8.415491599512636
detached house,26,summer,98,25,173.1958755213255,m2,55.541486248884624,46.371966683677286,1379.6766958118649,1.8862468166415496
town house,10,winter,13,98,299.9257438191691,m2,9.715841629221165,183.31249385109487,5575.239044947697,7.621559891160142
apartment,71,summer,60,45,4154.687786203093,ft2,52.75679517776432,92.30832565969123,2738.3988659954794,3.820041775916577
town house,24,spring,12,92,248.94284704934597,m2,39.0273976588014,106.18792482386864,3081.1394429866186,4.365052094982267
town house,32,winter,23,90,248.72445916665856,m2,34.611689884231126,148.02204422939099,4317.606641429773,6.085004915014078
detached house,84,autumn,31,76,164.98852772768873,m2,45.08032269279461,69.13747407152182,2073.709178546141,2.859546711383802
apartment,37,winter,65,92,238.91344483085928,m2,43.559937428883,161.22323385024268,4736.253491187085,6.704440627438299
town house,15,summer,44,61,148.15168056324114,m2,6.631571365098823,107.04899860685907,3210.3186272308167,4.465626795753853
detached house,3,summer,87,85,327.2667997326945,ft2,59.96796662440134,99.38262627170415,2996.2282376739004,4.168729653363013
apartment,23,spring,30,18,3772.2741350122114,ft2,56.513383586923716,23.134319205256446,714.0841577450859,0.9733360790659763
cottage,92,spring,62,8,2033.2423241771626,ft2,53.79551777171498,11.542616941388046,349.87010718269846,0.4680968136813064
detached house,55,summer,77,55,212.07273946997879,m2,37.33734803654441,98.27539229699879,2856.0874550009307,4.049051696586106
town house,100,autumn,99,81,60.89533870759343,m2,31.36747987993885,88.74764103837043,2641.259460850935,3.741671831473829
cottage,22,summer,25,77,339.730889959995,m2,32.1767150329001,127.52855130417824,3900.7048238331113,5.308598526809623
apartment,36,autumn,74,53,93.02471603970844,m2,0.8962166536939464,77.49796086214491,2287.826983035106,3.2073922128390255
cottage,17,autumn,9,53,181.9298287501969,m2,29.968170116726576,50.75956275005739,1565.929777081524,2.105659067131728
town house,40,autumn,55,61,3669.39983007692,ft2,37.42617405959519,80.36830648349859,2415.7122775392495,3.312042219444706
town house,57,winter,42,87,2146.1060232608443,ft2,39.52237252649691,141.1070130642525,4118.193414178754,5.852925181506632
apartment,81,summer,96,85,374.5263641225916,m2,19.92836790307878,177.61105049808137,5236.567181476076,7.372337521755548
detached house,37,spring,78,11,107.44629226565519,m2,28.27694101761297,27.500115611931786,847.3500182539007,1.1314712795971342
detached house,78,winter,93,60,294.63614708326537,m2,38.17863639975447,137.41914087097774,4257.6461796875465,5.758585284131644
apartment,63,spring,86,39,391.85945371783913,m2,25.6983306165109,91.5045112856064,2811.57052224476,3.8330435736606305
apartment,30,summer,42,80,233.35704577151503,m2,57.72811193901151,106.60712994779352,3159.979610469842,4.51930061818877
detached house,92,winter,74,51,286.10804249827737,m2,42.326526591120015,113.61439021914869,3469.515122945758,4.794519380403462
apartment,44,spring,4,100,175.4938640523731,m2,0.0764247750534297,129.83530157418454,3822.929731900232,5.507625320919418
town house,16,summer,56,44,307.9948156984235,m2,1.3967688889351804,112.75487808972576,3356.6049918900394,4.726077844388781
apartment,97,spring,5,68,3942.643412094117,ft2,41.41801220810246,87.78560092461036,2668.185073043097,3.6848886329774415
cottage,92,autumn,73,11,290.1305598086958,m2,24.758705852730163,41.43387089667926,1281.872922002484,1.702040498479779
detached house,5,spring,97,94,376.2936232109623,m2,50.368256952735976,135.04605233567682,4034.95950467855,5.668219592194642
cottage,91,autumn,69,16,247.80148123715458,m2,10.380924569175722,51.61355327012216,1547.9768038940845,2.117758873086269
town house,95,spring,84,38,243.54085296685628,m2,0.8296148431375117,90.58844444298454,2666.954337952504,3.7009957422386104
cottage,83,summer,24,84,142.71213360038746,m2,23.284941006822738,120.9807349384899,3606.005680739671,5.1171801253828
town house,26,autumn,100,97,3149.1143636976285,ft2,44.16384625844694,118.15516139470832,3441.3916279728387,4.86067264504788
town house,64,autumn,56,49,3835.4244001784386,ft2,58.303664002654116,60.084447102956794,1845.624283644018,2.5254612187696464
cottage,54,summer,68,49,269.13700366770456,m2,53.01923276106333,82.12009335727912,2385.3151846505425,3.3776539879116285
apartment,63,autumn,78,5,116.2245116214757,m2,29.04447671622833,16.23769645471595,493.09092663468795,0.7329040667527564
detached house,62,autumn,64,98,231.32037244702403,m2,48.769036991781995,105.82788984126387,3126.8377576441208,4.472642909341196
apartment,64,summer,32,2,309.69684427202355,m2,4.219827472056843,51.1272599010375,1531.374878475877,2.1567613862477217
cottage,52,winter,62,3,377.56442650291854,m2,34.336340855093,57.16378465234743,1689.9396469919022,2.4441425959882865
town house,70,winter,66,48,946.5844840597716,ft2,55.457904780868205,66.52797698695731,1982.5431170130632,2.7723658949147776
cottage,53,spring,86,1,77.17392365762743,m2,23.783108849444396,19.32957623544898,581.6956805068096,0.9171077438516767
apartment,2,winter,49,17,182.78910618617522,m2,57.60603777978694,25.188391374955472,762.7494980272777,1.0868245689644567
town house,4,summer,51,63,76.47613270116602,m2,13.241105803746319,99.06950530922553,3059.323020059439,4.082868476569879
detached house,96,summer,51,71,392.7586976268938,m2,6.338028572003611,155.54669562305884,4614.199678177111,6.4845926530646585
apartment,91,autumn,12,30,2012.7726326872857,ft2,31.485740164902065,29.59856802942548,892.9803626238872,1.225648566581975
detached house,59,autumn,10,80,227.4358920551248,m2,54.43481231887346,63.65996521010534,1960.9461921339714,2.639977347499173
cottage,18,summer,3,61,114.02247907832538,m2,18.67675312468465,83.50896196626384,2470.2338110447017,3.3966831205326997
apartment,79,spring,67,23,196.17666570866382,m2,48.009619163937145,31.59367105206724,970.8766696045008,1.3357461877249746
town house,15,winter,42,72,4244.60734205194,ft2,10.151835952816857,167.4120248062598,5175.56119448189,6.906213384647131
detached house,38,winter,87,60,210.81424600577873,m2,44.73422376005637,119.38299630275384,3664.459568630791,4.848021148588624
apartment,33,summer,71,82,33.2648525476599,m2,33.42161648324586,109.36699415227393,3296.290690651621,4.539757407621916
detached house,2,spring,15,16,119.73518619273331,m2,10.501018523662333,27.736646972456573,844.4208898134783,1.1178989411827454
town house,81,summer,11,24,392.0282872770465,m2,43.085234966256515,56.592148520443715,1695.6214092551816,2.3149293377200437
cottage,51,autumn,37,31,4262.025768403292,ft2,42.82536680738564,49.209101567006826,1485.8447885285009,1.8952244344403415
cottage,32,autumn,93,35,107.8824432155311,m2,30.92611374860642,43.22630742173067,1337.8087464176033,1.7585539987744587
cottage,51,spring,5,89,257.6477125022258,m2,13.528058258560478,119.94010900279268,3538.5020148372637,4.9888224485243935
cottage,1,autumn,19,74,58.45608228700335,m2,7.937633534699793,78.02832083211713,2386.503546435742,3.2194723376667427
apartment,44,summer,3,55,243.65340770451277,m2,57.43530290758736,62.290681851958404,1869.4969898553763,2.6148122609776
detached house,52,autumn,42,55,76.59065954998184,m2,39.34875229554931,44.811304431779675,1315.3796709323606,1.9367707170812647
cottage,34,autumn,99,89,3583.3585971150924,ft2,48.55448901440304,108.44336204830589,3284.4317799621235,4.544291790692171
cottage,84,summer,69,45,377.64274541283044,m2,41.81823174301449,100.76170892859858,3081.7821375363133,4.249724253396707
cottage,25,summer,50,23,94.00511897830857,m2,49.768419911537336,20.489001949895908,617.4875347292436,0.9091647490614185
apartment,14,summer,15,14,201.20350238008487,m2,9.749449184935406,41.462078125404666,1271.8436740757206,1.6766435502051922
detached house,53,autumn,36,34,729.3188533805651,ft2,29.817013472822666,28.92045363894455,859.8553281126873,1.2269746362569993
apartment,89,autumn,53,66,155.48180261700074,m2,40.0274862301376,68.1153917729573,2099.8297327662385,2.8878991915414938
town house,38,autumn,28,48,54.0861692613948,m2,6.203393993713078,54.86286774986864,1662.1605645564534,2.2641547990087694
cottage,5,winter,71,43,127.88221536644801,m2,8.997416959704498,102.30745002527182,3131.254415728417,4.223279085218144
town house,97,summer,99,49,396.3827568230416,m2,38.03895565505679,122.21316349712077,3610.906492809683,5.1187354686741875
town house,45,spring,21,98,500.55659030299006,ft2,52.122348255229205,81.65336752538174,2440.8034162666445,3.328142203301522
detached house,18,spring,26,100,347.81828195890813,m2,39.62497073649586,125.38944777962398,3864.4068355067507,5.1701600949976845
cottage,62,summer,13,17,58.6574537690188,m2,2.1722888073645374,31.460966033280663,915.5704613363088,1.277535767340856
cottage,32,autumn,73,12,225.72886451342325,m2,58.22597502541938,10.860738854146504,323.73650655596924,0.47505649624597307
detached house,94,summer,47,25,197.2843231981179,m2,8.370414054374704,67.81279552578016,2072.4022494547366,2.83647877298529
town house,30,autumn,29,86,374.6752242076386,m2,13.953734013149383,121.38015175699218,3700.5930808985454,5.1091248671856135
town house,56,autumn,22,46,103.64844904548315,m2,58.49803691428345,18.914598667353886,580.7395694731795,0.742014775088241
town house,55,summer,8,87,96.482345690465,m2,46.26197979920249,94.1639045470905,2870.0009936610854,3.8747223742320616
cottage,25,summer,48,65,3304.78254491349,ft2,56.1946008227104,99.16055795328501,3063.484552534814,4.157885513157692
detached house,50,autumn,69,56,3213.203072528669,ft2,48.397181568481784,66.67637271897424,2000.0590884968728,2.7382488514185748
town house,11,winter,24,29,288.6972550823355,m2,39.104068500192,64.06810410768769,1937.969151644719,2.6393291420455993
detached house,65,autumn,1,35,426.97257336986826,ft2,17.07317993178036,29.19439835558653,896.1340715194732,1.1235950228535179
detached house,76,spring,48,15,1358.2455258518692,ft2,19.612886501971524,31.013704538643424,942.9215032132289,1.306779989180822
cottage,96,autumn,68,52,340.7612158060908,m2,56.836264382662186,62.5213772151632,1825.8813924758178,2.682121907555942
cottage,33,spring,35,29,252.3175049390059,m2,51.637536969338676,32.65337489102415,970.9152173402078,1.3090928413109872
detached house,29,summer,26,30,252.8121206709072,m2,21.56942690653959,62.02837080298083,1867.3753671689333,2.635600630710207
apartment,55,winter,16,4,139.4891439997803,m2,22.39604505724223,17.37832056213334,530.2027431240514,0.7211267610393916
detached house,70,spring,75,80,126.26404276607072,m2,17.861663416553085,111.48395108035145,3354.232701832263,4.556893896427475
detached house,100,summer,87,94,380.2253085667542,m2,19.567808557500236,187.98700478812611,5743.961444781695,7.788055523390515
town house,3,spring,77,50,3221.3109713969247,ft2,51.64004797732714,72.50430095359884,2224.085306780473,2.9731891730930964
detached house,24,autumn,52,54,76.9404635866799,m2,0.6304113953908108,73.69785916888503,2176.3166877494746,3.0549177427798453
town house,27,autumn,73,93,4057.474662747087,ft2,26.16315726657148,130.31119418268696,3939.5936086549755,5.450608805367626
cottage,26,winter,40,52,245.4769561726803,m2,56.570380711674474,84.4511314043062,2543.180014115544,3.611243283708163
apartment,47,winter,3,63,153.3440757741226,m2,32.55818131096853,92.63462977418843,2728.519162533403,3.78821895084526
apartment,88,summer,37,43,1904.5842994074617,ft2,27.02674740863421,72.32360384253454,2168.2440091477065,2.9892446235929397
town house,4,spring,71,52,298.3996688304687,m2,18.742188281975285,96.5805441832894,2906.797828206073,3.979390298324857
detached house,82,winter,65,53,169.22088112385092,m2,4.43475779171423,123.19935753312028,3774.1728634836145,5.069907590805546
detached house,62,spring,100,72,244.13557567388457,m2,13.469188681650772,127.56214277845297,3816.9117254300722,5.319861666766019
town house,62,autumn,100,61,292.8848137599098,m2,5.427504596212276,114.14654997054876,3328.7225096201278,4.756180248332208
detached house,68,winter,25,51,102.28874900320687,m2,7.601965782925695,95.44519674890903,2860.930822935204,3.8861930805170664
cottage,12,autumn,1,8,379.3693499097433,m2,9.810992647576189,40.609337063417634,1245.7280395246946,1.6929632373730081
cottage,75,spring,28,91,161.78392543110164,m2,18.121765925056707,111.90480097326962,3373.0916836200367,4.602430240907344
cottage,25,spring,88,89,185.1686601184583,m2,0.6610007997321277,140.55458050971305,4165.718771419317,5.857032240528126
apartment,52,spring,82,19,288.4503161110936,m2,57.00863313559486,34.18311295003304,1054.273583428248,1.4877711975783479
apartment,68,winter,10,30,255.2504830734727,m2,7.429145560618473,80.17873605181977,2350.1432080708396,3.3639340668796205
apartment,61,spring,17,98,192.8443396674963,m2,22.98893234157522,118.17912825865407,3504.4549515387553,4.933006198830941
town house,33,autumn,57,33,270.40455491129285,m2,52.771653582886834,33.206441937129675,992.0181916229532,1.3571634595102338
apartment,40,autumn,67,82,364.0464738016565,m2,6.394078211445735,131.36640009284275,4003.516599662323,5.476943386410687
cottage,48,spring,99,79,3510.165852112471,ft2,29.016255105247247,133.13107260525112,4083.3288392764834,5.575290736331171
cottage,5,summer,76,87,334.9758336832663,m2,50.687015852483746,145.37703330051892,4232.960662325434,6.0805847046620425
apartment,73,winter,22,2,125.6111111699058,m2,33.417757442048405,8.212879921008803,251.18330788246564,0.33724239185135624
detached house,10,summer,4,49,185.1792392401259,m2,12.620615725365603,79.8440147732093,2430.536191286652,3.3377027650806665
apartment,46,winter,64,57,2528.5844634942027,ft2,44.13057188475488,107.62970992293658,3313.8439238627257,4.41874315578692
town house,66,autumn,56,84,46.35060308974869,m2,40.88046377205047,73.55616785032413,2265.595139205023,3.0281234883579518
apartment,9,autumn,93,23,314.82310673961007,m2,21.73115439281546,64.16737538295187,1960.637434890413,2.7090186285836277
apartment,100,autumn,58,31,149.6814670335829,m2,2.7777096948825086,59.046723710624356,1734.8166783015804,2.5023818021780584
cottage,38,autumn,51,18,134.5605488751753,m2,0.4718813937656341,43.30254991170314,1282.9568206050612,1.8089528425295989
town house,2,autumn,31,77,125.93804346177416,m2,49.523572987630295,62.291696797389086,1923.10909269647,2.6694356532761363
cottage,66,autumn,9,100,134.85032820542384,m2,19.293441693544114,103.70968673813987,3131.6536464919823,4.346637918245563
cottage,56,winter,88,15,155.06548789839792,m2,8.266193916354275,70.09174545894305,2108.185978825523,2.908833018229474
town house,65,spring,83,24,253.7850864881789,m2,31.113073569778926,55.32107191239674,1705.6271410265747,2.2440570253645027
town house,76,winter,17,31,245.91916910302336,m2,55.2499977435054,47.62917599881896,1464.5208194531688,2.0564856624522356
apartment,48,winter,71,89,1341.3275010784785,ft2,0.5088518713438628,173.94605868137543,5297.52587891038,7.286268317915038
cottage,83,spring,37,45,106.37698233208677,m2,3.3686124405848683,72.35927715007695,2226.09731533818,3.1048854523997322
apartment,38,spring,44,29,3614.011714652939,ft2,25.022695955104343,62.031318311586496,1813.030898446819,2.6929806357579666
cottage,55,summer,85,33,692.2019196393616,ft2,40.5579544053038,52.06005836860057,1588.6172589253613,2.1048220833525524
town house,16,winter,85,60,2365.310606162806,ft2,28.566027526023014,129.31606190208745,3999.911371485405,5.323952558713951
apartment,62,summer,20,39,2396.1284721702436,ft2,53.85290630792428,51.3691971931172,1494.7385156015785,1.99722322075143
town house,27,summer,31,15,242.4306185203,m2,2.6450733322486886,59.53987567975842,1753.2166154700442,2.5267462601747552
cottage,70,spring,83,83,357.69054288564024,m2,20.408452178624614,139.86974225353225,4278.326833168552,5.86073006160489
town house,81,summer,92,43,260.84815783506406,m2,21.080873363323246,106.25152919726087,3191.8059596714775,4.432035999892162
apartment,86,spring,8,26,390.2444935117686,m2,20.407633559180503,59.7281052919086,1742.4621538658541,2.427364392277355
detached house,93,spring,84,73,352.40064083902917,m2,29.261154727403436,120.03842109688452,3545.4447292898944,4.997149194580616
cottage,13,spring,49,75,109.45389601026827,m2,47.43462271167663,73.80556164930498,2188.1960893901246,3.0844670101380927
town house,14,winter,60,16,119.23782478336143,m2,19.07295698416904,48.218745904515856,1429.306114839164,2.0482506960321194
town house,93,spring,8,8,1696.0316705446876,ft2,44.66899239793216,0.2,6.1510690997875335,0.021982679056597634
apartment,39,summer,69,5,174.86033357964857,m2,8.787928276744283,45.514865239709735,1380.1960922324345,1.9296427830707974
town house,3,spring,68,77,234.60819451384734,m2,33.643491338037016,101.85875997156735,3103.619564488147,4.237908455319604
cottage,29,summer,67,63,116.02967417164537,m2,22.505281539932707,102.00936991152298,2961.0402798684954,4.3094645076763864
apartment,84,autumn,80,80,112.2677170120933,m2,32.352648137734235,88.71289149227965,2648.5255051366616,3.7279569827171573
apartment,36,summer,95,63,1841.8596194545867,ft2,6.464985022334966,130.51797186979542,3867.983791811061,5.378902174373102
detached house,8,autumn,85,41,278.6485518887182,m2,57.20777080565451,47.06848629397326,1445.183780762883,2.0306479472983643
detached house,73,winter,75,59,284.60647684558967,m2,54.372847008106675,116.06586188976547,3587.3334018285987,4.897356154875984
town house,20,autumn,99,73,391.1631938149072,m2,49.583778257437736,98.46777319960236,2938.936284314989,4.126097620169412
cottage,36,spring,68,40,104.8937105510712,m2,53.56696940328311,36.285289794327305,1122.8889768098234,1.5259229600130109
cottage,1,winter,68,92,175.35788618708287,m2,8.801272210889167,177.17915941210236,5143.283926355572,7.4653955539481816
apartment,61,winter,55,90,4164.888908188674,ft2,30.223306381179956,184.42026838566312,5468.326303069369,7.602512206089027
apartment,45,spring,77,81,285.3032347862543,m2,19.0745495253914,129.1591615821436,3945.7946083327556,5.443692958792299
town house,87,autumn,8,100,249.14305418414708,m2,53.24315647824952,89.05046339104005,2646.5975162616496,3.6866256396979513
detached house,34,autumn,51,40,229.66903901849835,m2,11.366260949967987,66.90102440728883,2063.3563544969893,2.842301555957554
detached house,21,spring,43,12,57.938840650414924,m2,13.19672130851834,25.897258591234745,762.3357827740683,1.0850712336598998
town house,17,winter,92,49,3880.911372742396,ft2,41.20286738130065,126.47133471149154,3868.926772614676,5.207492645141736
town house,21,winter,8,75,2814.08490257139,ft2,5.333979545260091,145.53388355363145,4279.191647282621,6.03908582423286
detached house,46,autumn,65,78,241.5169409333726,m2,43.94203061499839,85.52688560799659,2513.995222125058,3.614706687324823
town house,9,summer,19,39,229.61512702908178,m2,16.08763729884734,73.05407232186575,2183.6957090636206,3.0334092860117456
detached house,41,summer,89,30,175.00825670881133,m2,39.656121916028845,63.263843344387176,1954.2126036869945,2.604919201946894
apartment,86,summer,86,45,124.22593580353032,m2,52.38226718163963,65.09094655409696,1963.8530853388452,2.6807141701976223
cottage,77,summer,24,81,309.46913457375916,m2,36.576682394099436,126.70054361727111,3835.233790891526,5.311301688497986
apartment,64,winter,88,7,2352.345796925987,ft2,12.761023997166541,64.94479387075543,1884.6631950664791,2.7935648294551414
town house,90,summer,50,33,42.557626947011514,m2,2.949931532352996,62.91992776418682,1831.8023543329884,2.514619488309304
town house,79,winter,98,23,177.6649649157004,m2,2.676838301703952,91.88196050299103,2676.8769135909247,3.968449243325124
town house,66,spring,73,81,4021.2194024137866,ft2,5.328712920840475,146.91150673310426,4501.263428982984,6.131500091994817
detached house,87,spring,4,47,1812.0080919897016,ft2,34.789074748182955,49.19207395400982,1449.8726388456853,2.078680954848684
apartment,13,autumn,21,9,182.89621293246228,m2,20.89307124243907,17.38389268776101,515.5658633718654,0.7025157746326717
apartment,82,summer,41,27,260.86561553036313,m2,14.58641864375389,75.21842206402292,2273.0936109407407,3.133925163091447
detached house,30,spring,22,5,326.61967741187647,m2,13.158393467831473,39.21959314941594,1183.1731028454783,1.643775365165553
town house,74,summer,14,48,2985.163165352502,ft2,56.914891914185944,63.43210266578457,1891.612475781941,2.590549478124172
town house,92,winter,98,100,344.5202505154902,m2,7.128994553524464,230.21908109610396,6678.333330750744,9.552177640424787
detached house,50,winter,87,57,72.16911720505837,m2,18.288864646359283,112.67419933867896,3368.869001150608,4.753986682822853
apartment,9,summer,44,87,372.0992447279001,m2,28.28863572115159,154.2339609591658,4700.7064528285455,6.3487976976972815
apartment,38,winter,22,75,364.4511149922128,m2,0.02697156445532478,170.00919872581215,5010.252458063131,7.105768568741183
apartment,41,summer,19,89,222.08497703666748,m2,55.25719124854347,113.12066325305791,3440.759090224261,4.694835123408954
apartment,94,summer,92,32,2811.0462308134765,ft2,5.945915445606231,102.43405263780886,2973.6918559820056,4.22005016910159
cottage,95,spring,34,96,108.74082857451864,m2,40.94823604117035,98.55439358815923,3037.053731111687,4.205029658771772
cottage,57,spring,2,24,195.7405520531139,m2,37.7319286297493,23.03014914449867,711.6334144813299,0.9118644196243726
apartment,96,autumn,40,44,1130.2137018215833,ft2,48.54383130628423,29.25188763977203,848.4487476265136,1.1623235516704442
cottage,44,spring,46,69,38.13137120817722,m2,39.08326383372915,66.45422001698564,1988.0203116904343,2.7595771988650415
town house,42,spring,63,29,392.93413520700943,m2,46.16324503295877,60.07494190332888,1791.8939732328593,2.4646946476002647
cottage,84,spring,34,27,125.88421081277588,m2,25.274916527311653,35.987390975441336,1104.2287092581826,1.4997936568264496
cottage,67,summer,93,14,249.45007429219905,m2,29.322269673097395,61.20658488793166,1841.1824057101485,2.5580443351630553
apartment,53,autumn,65,1,141.09264190900933,m2,42.09972612986516,0.2,6.0445461879744204,0.020066236615079662
cottage,46,winter,99,51,167.1299994778609,m2,34.10560326330307,110.68782829652409,3254.776919996489,4.605798303326326
apartment,71,spring,37,99,177.17177667544166,m2,30.692313016003194,117.32681992308993,3420.5612826186607,4.853509411640802
apartment,76,spring,66,23,153.96729059016036,m2,12.33350436327296,57.210225734394754,1738.3133830029662,2.415929557733748
town house,50,autumn,37,45,265.83791095577624,m2,15.486495648382522,69.7204769436756,2108.4414837417876,2.8994352343279433
cottage,4,summer,70,94,4149.9889140370515,ft2,21.50983446356361,177.22666176526718,5434.594877223083,7.359663374616717
apartment,11,spring,75,78,188.59482050230622,m2,0.557063125410191,125.04524519623502,3837.559408288001,5.2842182347980025
cottage,15,autumn,33,1,4199.335736198811,ft2,25.041806974814218,31.30979560724491,947.4992435082114,1.2985092189489655
town house,47,autumn,94,51,277.0849778175698,m2,0.16610854583476886,101.16898698162102,3042.83157395322,4.269973787642372
